location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,412000.0,hyundai,getz,
Kochi,2007,58815,Petrol,Manual,First,17.0,1086.0,92.23,5.0,1024850.0,hyundai,santro,
Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,3043650.0,hyundai,grand,
Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,3316600.0,hyundai,grand,
Pune,2012,90400,CNG,Manual,First,26.2,998.0,58.2,5.0,1493500.0,maruti,wagon-r,
Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,2369000.0,hyundai,grand,
Pune,2007,121000,Diesel,Manual,Second,17.8,1248.0,74.25,5.0,1210250.0,maruti,swift,
Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3713150.0,hyundai,i20,
Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4120000.0,renault,duster,
Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,1802500.0,maruti,swift,
Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,3038500.0,toyota,innova,
Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,896100.0,tata,nano,
Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,3502000.0,ford,figo,
Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3862500.0,hyundai,i20,
Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,4120000.0,honda,brv,
Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3084850.0,honda,amaze,
Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6643500.0,hyundai,creta,
Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3605000.0,maruti,baleno,
Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,18025000.0,audi,q5,
Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2832500.0,honda,amaze,
Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,9506900.0,bmw,x5,
Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1236000.0,ford,figo,
Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,515000.0,maruti,wagon-r,
Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1364750.0,hyundai,i10,
Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,3069400.0,skoda,rapid,
Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,38625000.0,porsche,panamera,
Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,13982250.0,mercedes-benz,cla,
Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,5407500.0,audi,a6,
Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,3450500.0,maruti,ciaz,
Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,2523500.0,ford,ecosport,
Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,4120000.0,mahindra,bolero,
Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,1869450.0,maruti,alto,
Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,2472000.0,maruti,swift,
Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,2188750.0,tata,zest,
Kolkata,2014,32986,Petrol,Manual,First,16.1,1149.7433333333333,74.25,5.0,2183600.0,maruti,swift,
Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,15589050.0,ford,endeavour,
Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,7338750.0,n,e,
Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,1756150.0,hyundai,i10,
Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1431700.0,honda,city,
Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7982500.0,skoda,octavia,
Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,1545000.0,tata,indica,
Pune,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1184500.0,maruti,wagon-r,
Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6839200.0,hyundai,creta,
Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,1158750.0,maruti,a-star,
Kochi,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,1730400.0,maruti,wagon-r,
Kolkata,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,2188750.0,honda,mobilio,
Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2214500.0,hyundai,i10,
Hyderabad,2010,54000,Petrol,Automatic,First,16.98,3597.0,262.6,5.0,3090000.0,skoda,superb,
Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,4727700.0,hyundai,i20,
Hyderabad,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,2569850.0,maruti,celerio,
Pune,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,1931250.0,skoda,laura,
Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1287500.0,ford,figo,
Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,3708000.0,honda,jazz,
Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,15192500.0,mercedes-benz,e-class,
Chennai,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,9038250.0,mercedes-benz,gla,
Chennai,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,6180000.0,volvo,s60,
Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,6952500.0,audi,a8,
Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,2626500.0,hyundai,verna,
Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,5304500.0,bmw,3-series,
Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,2935500.0,hyundai,verna,
Kochi,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,1756150.0,maruti,wagon-r,
Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1236000.0,ford,figo,
Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,2884000.0,mahindra,kuv,
Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,515000.0,tata,indigo,
Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,4223000.0,mahindra,tuv,
Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,14162500.0,audi,q3,
Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,1802500.0,maruti,wagon-r,
Kochi,2016,70536,CNG,Manual,First,31.79,998.0,58.33,5.0,2358700.0,maruti,celerio,
Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5325100.0,maruti,vitara,
Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,1673750.0,mahindra,scorpio,
Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,2575000.0,hyundai,tucson,
Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1158750.0,hyundai,santro,
Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,26532800.0,porsche,panamera,
Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4439300.0,maruti,vitara,
Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3733750.0,maruti,swift,
Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,2817050.0,honda,amaze,
Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,15965000.0,jaguar,xf,
Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,18529700.0,mini,cooper,
Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,1761300.0,hyundai,eon,
Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,5922500.0,audi,a6,
Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,3733750.0,hyundai,i20,
Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4120000.0,maruti,swift,
Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3774950.0,ford,ecosport,
Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,1725250.0,maruti,wagon-r,
Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,2266000.0,volkswagen,vento,
Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,1539850.0,toyota,etios,
Bangalore,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,2884000.0,honda,jazz,
Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,3414450.0,volkswagen,crosspolo,
Kochi,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,4068500.0,volkswagen,ameo,
Kochi,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3605000.0,honda,city,
Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,2549250.0,honda,brio,
Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,4732850.0,skoda,rapid,
Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,2626500.0,hyundai,verna,
Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,3038500.0,hyundai,i20,
Kochi,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,4897650.0,maruti,baleno,
Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,2008500.0,honda,cr-v,
Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,2775850.0,maruti,swift,
Pune,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,1545000.0,maruti,swift,
Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2214500.0,maruti,swift,
Jaipur,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,3476250.0,maruti,swift,
Jaipur,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,2317500.0,hyundai,grand,
Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1416250.0,ford,fiesta,
Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,4635000.0,hyundai,verna,
Jaipur,2001,200000,Petrol,Manual,First,12.0,1149.7433333333333,74.25,5.0,360500.0,maruti,wagon-r,
Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,1313250.0,ford,figo,
Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,1823100.0,tata,manza,
Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2188750.0,honda,civic,
Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,618000.0,maruti,alto,
Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,10042500.0,bmw,5-series,
Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,6180000.0,mahindra,xuv500,
Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2008500.0,maruti,ritz,
Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4701950.0,maruti,vitara,
Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,1158750.0,maruti,eeco,
Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,1673750.0,maruti,swift,
Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,7616850.0,hyundai,creta,
Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,1210250.0,maruti,wagon-r,
Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,1596500.0,maruti,celerio,
Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,6643500.0,hyundai,santa,
Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1287500.0,hyundai,eon,
Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,1879750.0,hyundai,i20,
Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,3862500.0,hyundai,verna,
Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,1926100.0,honda,brio,
Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,3017900.0,maruti,swift,
Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,20404300.0,n,e,
Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3630750.0,maruti,swift,
Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,3862500.0,maruti,swift,
Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,1081500.0,chevrolet,beat,
Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,5974000.0,skoda,superb,
Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,9913750.0,n,e,
Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,9228800.0,toyota,innova,
Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1854000.0,hyundai,i10,
Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,2317500.0,honda,amaze,
Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3811000.0,hyundai,i20,
Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,30534350.0,mercedes-benz,gle,
Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,2832500.0,mahindra,scorpio,
Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,901250.0,hyundai,getz,
Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3476250.0,maruti,baleno,
Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2034250.0,chevrolet,optra,
Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,2163000.0,hyundai,verna,
Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4326000.0,honda,city,
Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,4248750.0,volkswagen,polo,
Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1704650.0,honda,brio,
Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3862500.0,maruti,swift,
Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2446250.0,honda,city,
Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,4526850.0,mahindra,ssangyong,
Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,4892500.0,skoda,superb,
Pune,2009,100000,Petrol,Manual,First,19.29,1306.340909090909,92.23,5.0,824000.0,hyundai,santro,
Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,798250.0,maruti,alto,
Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3012750.0,hyundai,i20,
Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,3872800.0,ford,ecosport,
Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1854000.0,nissan,micra,
Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2435950.0,honda,brio,
Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,5407500.0,mahindra,ssangyong,
Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,17788100.0,bmw,7-series,
Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,3126050.0,hyundai,grand,
Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3996400.0,maruti,baleno,
Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,3841900.0,mahindra,xylo,
Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,1797350.0,renault,fluence,
Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2085750.0,hyundai,i20,
Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,6118200.0,mitsubishi,pajero,
Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3321750.0,toyota,corolla,
Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,25750000.0,bmw,x5,
Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,4635000.0,bmw,3-series,
Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,7338750.0,hyundai,creta,
Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,3790400.0,mahindra,tuv,
Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,2266000.0,mahindra,scorpio,
Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,1596500.0,renault,kwid,
Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,2204200.0,renault,kwid,
Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,2832500.0,maruti,swift,
Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,3599850.0,skoda,laura,
Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,2209350.0,maruti,alto,
Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,2163000.0,maruti,swift,
Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2116650.0,hyundai,i20,
Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,9656250.0,audi,q3,
Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,33449250.0,mercedes-benz,gle,
Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,818850.0,hyundai,i10,
Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,1854000.0,maruti,wagon-r,
Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,4053050.0,honda,city,
Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2858250.0,hyundai,grand,
Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,3296000.0,honda,city,
Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,1364750.0,maruti,swift,
Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2832500.0,maruti,swift,
Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,3764650.0,mahindra,xuv500,
Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,3656500.0,maruti,ciaz,
Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4032450.0,hyundai,verna,
Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,437750.0,hyundai,accent,
Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1828250.0,honda,brio,
Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,4217850.0,hyundai,i20,
Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14420000.0,bmw,3-series,
Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6695000.0,volkswagen,jetta,
Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,1694350.0,volkswagen,polo,
Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,2271150.0,maruti,swift,
Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,2569850.0,renault,duster,
Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,9259700.0,bmw,x3,
Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,3970650.0,fiat,avventura,
Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,1442000.0,maruti,wagon-r,
Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,1545000.0,chevrolet,sail,
Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6432350.0,mahindra,xuv500,
Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,2575000.0,tata,zest,
Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,16809600.0,bmw,x3,
Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3347500.0,maruti,swift,
Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,18025000.0,bmw,5-series,
Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,1030000.0,tata,indigo,
Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,4871900.0,mahindra,xuv500,
Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,20085000.0,audi,q7,
Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,7725000.0,bmw,5-series,
Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,3167250.0,hyundai,verna,
Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,7467500.0,hyundai,santa,
Bangalore,2012,43000,Petrol,Manual,First,19.29,1306.340909090909,92.23,5.0,1673750.0,hyundai,santro,
Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,2667700.0,maruti,wagon-r,
Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,638600.0,maruti,wagon-r,
Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,1442000.0,hyundai,i20,
Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,2693450.0,skoda,superb,
Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,231750.0,hyundai,getz,
Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,1673750.0,maruti,wagon-r,
Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,772500.0,maruti,omni,
Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1467750.0,hyundai,i10,
Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,2317500.0,renault,kwid,
Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,8368750.0,mercedes-benz,b,
Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,3991250.0,volkswagen,polo,
Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,2240250.0,mahindra,scorpio,
Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,17061950.0,toyota,fortuner,
Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,1869450.0,chevrolet,beat,
Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,2446250.0,toyota,innova,
Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,3352650.0,maruti,swift,
Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,2472000.0,renault,kwid,
Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3090000.0,tata,bolt,
Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3296000.0,hyundai,grand,
Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,2523500.0,volkswagen,vento,
Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,10593550.0,audi,a6,
Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2451400.0,maruti,swift,
Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,1030000.0,chevrolet,spark,
Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,5108800.0,bmw,3-series,
Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,1900350.0,hyundai,eon,
Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2961250.0,maruti,swift,
Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,2935500.0,volkswagen,crosspolo,
Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2544100.0,honda,amaze,
Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,2209350.0,volkswagen,vento,
Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,1545000.0,maruti,wagon-r,
Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,3347500.0,volkswagen,polo,
Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2523500.0,volkswagen,polo,
Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2781000.0,honda,amaze,
Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,12360000.0,audi,a6,
Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,3841900.0,tata,tigor,
Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,4944000.0,volkswagen,vento,
Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,12875000.0,audi,a6,
Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,3502000.0,nissan,terrano,
Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,4423850.0,skoda,rapid,
Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,2724350.0,ford,figo,
Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,1287500.0,tata,venture,
Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,7158500.0,n,e,
Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,10300000.0,toyota,fortuner,
Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,1751000.0,honda,city,
Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,2832500.0,hyundai,i20,
